Feature_ID	Proto-language	value	tree_type	variable	method	conflict
GB133	Proto-Central Pacific	0.1	gray_posteriors	min_percent	ML	
GB133	Proto-Oceanic	0.1	gray_posteriors	min_percent	ML	
GB133	Proto-Polynesian	0.1	gray_posteriors	min_percent	ML	
GB133	Proto-Eastern Polynesian	0.1	gray_posteriors	min_percent	ML	
GB134	Proto-Oceanic	0.0275229357798165	gray_posteriors	min_percent	ML	
GB134	Proto-Central Pacific	0.0275229357798165	gray_posteriors	min_percent	ML	
GB134	Proto-Polynesian	0.0275229357798165	gray_posteriors	min_percent	ML	
GB134	Proto-Eastern Polynesian	0.0275229357798165	gray_posteriors	min_percent	ML	
GB135	Proto-Oceanic	0.0416666666666667	gray_posteriors	min_percent	ML	
GB135	Proto-Central Pacific	0.0416666666666667	gray_posteriors	min_percent	ML	
GB135	Proto-Polynesian	0.0416666666666667	gray_posteriors	min_percent	ML	
GB135	Proto-Eastern Polynesian	0.0416666666666667	gray_posteriors	min_percent	ML	
GB136	Proto-Oceanic	0.290598290598291	gray_posteriors	min_percent	ML	
GB136	Proto-Central Pacific	0.290598290598291	gray_posteriors	min_percent	ML	
GB136	Proto-Polynesian	0.290598290598291	gray_posteriors	min_percent	ML	
GB136	Proto-Eastern Polynesian	0.290598290598291	gray_posteriors	min_percent	ML	
GB137	Proto-Oceanic	0.206349206349206	gray_posteriors	min_percent	ML	
GB137	Proto-Central Pacific	0.206349206349206	gray_posteriors	min_percent	ML	
GB137	Proto-Polynesian	0.206349206349206	gray_posteriors	min_percent	ML	
GB137	Proto-Eastern Polynesian	0.206349206349206	gray_posteriors	min_percent	ML	
GB138	Proto-Oceanic	0.37007874015748	gray_posteriors	min_percent	ML	
GB138	Proto-Central Pacific	0.37007874015748	gray_posteriors	min_percent	ML	
GB138	Proto-Polynesian	0.37007874015748	gray_posteriors	min_percent	ML	
GB138	Proto-Eastern Polynesian	0.37007874015748	gray_posteriors	min_percent	ML	
GB139	Proto-Polynesian	0.230088495575221	gray_posteriors	min_percent	ML	
GB139	Proto-Oceanic	0.230088495575221	gray_posteriors	min_percent	ML	
GB139	Proto-Central Pacific	0.230088495575221	gray_posteriors	min_percent	ML	
GB139	Proto-Eastern Polynesian	0.230088495575221	gray_posteriors	min_percent	ML	
GB140	Proto-Eastern Polynesian	0.476744186046512	gray_posteriors	min_percent	ML	
GB140	Proto-Oceanic	0.476744186046512	gray_posteriors	min_percent	ML	
GB140	Proto-Central Pacific	0.476744186046512	gray_posteriors	min_percent	ML	
GB140	Proto-Polynesian	0.476744186046512	gray_posteriors	min_percent	ML	
GB146	Proto-Oceanic	0.289855072463768	gray_posteriors	min_percent	ML	
GB146	Proto-Central Pacific	0.289855072463768	gray_posteriors	min_percent	ML	
GB146	Proto-Polynesian	0.289855072463768	gray_posteriors	min_percent	ML	
GB146	Proto-Eastern Polynesian	0.289855072463768	gray_posteriors	min_percent	ML	
GB147	Proto-Eastern Polynesian	0.309090909090909	gray_posteriors	min_percent	ML	
GB147	Proto-Oceanic	0.309090909090909	gray_posteriors	min_percent	ML	
GB147	Proto-Polynesian	0.309090909090909	gray_posteriors	min_percent	ML	
GB147	Proto-Central Pacific	0.309090909090909	gray_posteriors	min_percent	ML	
GB148	Proto-Oceanic	0.159574468085106	gray_posteriors	min_percent	ML	
GB148	Proto-Central Pacific	0.159574468085106	gray_posteriors	min_percent	ML	
GB148	Proto-Polynesian	0.159574468085106	gray_posteriors	min_percent	ML	
GB148	Proto-Eastern Polynesian	0.159574468085106	gray_posteriors	min_percent	ML	
GB149	Proto-Oceanic		gray_posteriors	min_percent	ML	
GB149	Proto-Central Pacific		gray_posteriors	min_percent	ML	
GB149	Proto-Polynesian		gray_posteriors	min_percent	ML	
GB149	Proto-Eastern Polynesian		gray_posteriors	min_percent	ML	
GB150	Proto-Oceanic	0.134831460674157	gray_posteriors	min_percent	ML	
GB150	Proto-Central Pacific	0.134831460674157	gray_posteriors	min_percent	ML	
GB150	Proto-Polynesian	0.134831460674157	gray_posteriors	min_percent	ML	
GB150	Proto-Eastern Polynesian	0.134831460674157	gray_posteriors	min_percent	ML	
GB151	Proto-Oceanic	0.0619469026548673	gray_posteriors	min_percent	ML	
GB151	Proto-Central Pacific	0.0619469026548673	gray_posteriors	min_percent	ML	
GB151	Proto-Polynesian	0.0619469026548673	gray_posteriors	min_percent	ML	
GB151	Proto-Eastern Polynesian	0.0619469026548673	gray_posteriors	min_percent	ML	
GB152	Proto-Oceanic	0.16504854368932	gray_posteriors	min_percent	ML	
GB152	Proto-Central Pacific	0.16504854368932	gray_posteriors	min_percent	ML	
GB152	Proto-Polynesian	0.16504854368932	gray_posteriors	min_percent	ML	
GB152	Proto-Eastern Polynesian	0.16504854368932	gray_posteriors	min_percent	ML	
GB155	Proto-Central Pacific	0.208	gray_posteriors	min_percent	ML	
GB155	Proto-Oceanic	0.208	gray_posteriors	min_percent	ML	
GB155	Proto-Polynesian	0.208	gray_posteriors	min_percent	ML	
GB155	Proto-Eastern Polynesian	0.208	gray_posteriors	min_percent	ML	
GB156	Proto-Oceanic	0.0283018867924528	gray_posteriors	min_percent	ML	
GB156	Proto-Central Pacific	0.0283018867924528	gray_posteriors	min_percent	ML	
GB156	Proto-Polynesian	0.0283018867924528	gray_posteriors	min_percent	ML	
GB156	Proto-Eastern Polynesian	0.0283018867924528	gray_posteriors	min_percent	ML	
GB158	Proto-Oceanic	0.0952380952380952	gray_posteriors	min_percent	ML	
GB158	Proto-Central Pacific	0.0952380952380952	gray_posteriors	min_percent	ML	
GB158	Proto-Polynesian	0.0952380952380952	gray_posteriors	min_percent	ML	
GB158	Proto-Eastern Polynesian	0.0952380952380952	gray_posteriors	min_percent	ML	
GB159	Proto-Oceanic	0.36	gray_posteriors	min_percent	ML	
GB159	Proto-Central Pacific	0.36	gray_posteriors	min_percent	ML	
GB159	Proto-Polynesian	0.36	gray_posteriors	min_percent	ML	
GB159	Proto-Eastern Polynesian	0.36	gray_posteriors	min_percent	ML	
GB160	Proto-Oceanic	0.465116279069767	gray_posteriors	min_percent	ML	
GB160	Proto-Central Pacific	0.465116279069767	gray_posteriors	min_percent	ML	
GB160	Proto-Polynesian	0.465116279069767	gray_posteriors	min_percent	ML	
GB160	Proto-Eastern Polynesian	0.465116279069767	gray_posteriors	min_percent	ML	
GB165	Proto-Oceanic	0.0165289256198347	gray_posteriors	min_percent	ML	
GB165	Proto-Central Pacific	0.0165289256198347	gray_posteriors	min_percent	ML	
GB165	Proto-Polynesian	0.0165289256198347	gray_posteriors	min_percent	ML	
GB165	Proto-Eastern Polynesian	0.0165289256198347	gray_posteriors	min_percent	ML	
GB166	Proto-Oceanic	0.0245901639344262	gray_posteriors	min_percent	ML	
GB166	Proto-Central Pacific	0.0245901639344262	gray_posteriors	min_percent	ML	
GB166	Proto-Polynesian	0.0245901639344262	gray_posteriors	min_percent	ML	
GB166	Proto-Eastern Polynesian	0.0245901639344262	gray_posteriors	min_percent	ML	
GB167	Proto-Oceanic		gray_posteriors	min_percent	ML	
GB167	Proto-Central Pacific		gray_posteriors	min_percent	ML	
GB167	Proto-Polynesian		gray_posteriors	min_percent	ML	
GB167	Proto-Eastern Polynesian		gray_posteriors	min_percent	ML	
GB170	Proto-Oceanic	0.0166666666666667	gray_posteriors	min_percent	ML	
GB170	Proto-Central Pacific	0.0166666666666667	gray_posteriors	min_percent	ML	
GB170	Proto-Polynesian	0.0166666666666667	gray_posteriors	min_percent	ML	
GB170	Proto-Eastern Polynesian	0.0166666666666667	gray_posteriors	min_percent	ML	
GB171	Proto-Oceanic	0.0252100840336134	gray_posteriors	min_percent	ML	
GB171	Proto-Central Pacific	0.0252100840336134	gray_posteriors	min_percent	ML	
GB171	Proto-Polynesian	0.0252100840336134	gray_posteriors	min_percent	ML	
GB171	Proto-Eastern Polynesian	0.0252100840336134	gray_posteriors	min_percent	ML	
GB172	Proto-Oceanic	0.0806451612903226	gray_posteriors	min_percent	ML	
GB172	Proto-Central Pacific	0.0806451612903226	gray_posteriors	min_percent	ML	
GB172	Proto-Polynesian	0.0806451612903226	gray_posteriors	min_percent	ML	
GB172	Proto-Eastern Polynesian	0.0806451612903226	gray_posteriors	min_percent	ML	
GB177	Proto-Oceanic	0.0961538461538462	gray_posteriors	min_percent	ML	
GB177	Proto-Central Pacific	0.0961538461538462	gray_posteriors	min_percent	ML	
GB177	Proto-Polynesian	0.0961538461538462	gray_posteriors	min_percent	ML	
GB177	Proto-Eastern Polynesian	0.0961538461538462	gray_posteriors	min_percent	ML	
GB184	Proto-Oceanic	0.27027027027027	gray_posteriors	min_percent	ML	
GB184	Proto-Central Pacific	0.27027027027027	gray_posteriors	min_percent	ML	
GB184	Proto-Polynesian	0.27027027027027	gray_posteriors	min_percent	ML	
GB184	Proto-Eastern Polynesian	0.27027027027027	gray_posteriors	min_percent	ML	
GB185	Proto-Oceanic	0.394736842105263	gray_posteriors	min_percent	ML	
GB185	Proto-Central Pacific	0.394736842105263	gray_posteriors	min_percent	ML	
GB185	Proto-Polynesian	0.394736842105263	gray_posteriors	min_percent	ML	
GB185	Proto-Eastern Polynesian	0.394736842105263	gray_posteriors	min_percent	ML	
GB186	Proto-Oceanic	0.372881355932203	gray_posteriors	min_percent	ML	
GB186	Proto-Central Pacific	0.372881355932203	gray_posteriors	min_percent	ML	
GB186	Proto-Polynesian	0.372881355932203	gray_posteriors	min_percent	ML	
GB186	Proto-Eastern Polynesian	0.372881355932203	gray_posteriors	min_percent	ML	
GB187	Proto-Oceanic	0.128571428571429	gray_posteriors	min_percent	ML	
GB187	Proto-Central Pacific	0.128571428571429	gray_posteriors	min_percent	ML	
GB187	Proto-Polynesian	0.128571428571429	gray_posteriors	min_percent	ML	
GB187	Proto-Eastern Polynesian	0.128571428571429	gray_posteriors	min_percent	ML	
GB188	Proto-Oceanic	0.0555555555555556	gray_posteriors	min_percent	ML	
GB188	Proto-Central Pacific	0.0555555555555556	gray_posteriors	min_percent	ML	
GB188	Proto-Polynesian	0.0555555555555556	gray_posteriors	min_percent	ML	
GB188	Proto-Eastern Polynesian	0.0555555555555556	gray_posteriors	min_percent	ML	
GB192	Proto-Oceanic	0.008130081300813	gray_posteriors	min_percent	ML	
GB192	Proto-Central Pacific	0.008130081300813	gray_posteriors	min_percent	ML	
GB192	Proto-Polynesian	0.008130081300813	gray_posteriors	min_percent	ML	
GB192	Proto-Eastern Polynesian	0.008130081300813	gray_posteriors	min_percent	ML	
GB196	Proto-Oceanic		gray_posteriors	min_percent	ML	
GB196	Proto-Central Pacific		gray_posteriors	min_percent	ML	
GB196	Proto-Polynesian		gray_posteriors	min_percent	ML	
GB196	Proto-Eastern Polynesian		gray_posteriors	min_percent	ML	
GB197	Proto-Oceanic		gray_posteriors	min_percent	ML	
GB197	Proto-Central Pacific		gray_posteriors	min_percent	ML	
GB197	Proto-Polynesian		gray_posteriors	min_percent	ML	
GB197	Proto-Eastern Polynesian		gray_posteriors	min_percent	ML	
GB198	Proto-Oceanic	0.0416666666666667	gray_posteriors	min_percent	ML	
GB198	Proto-Central Pacific	0.0416666666666667	gray_posteriors	min_percent	ML	
GB198	Proto-Polynesian	0.0416666666666667	gray_posteriors	min_percent	ML	
GB198	Proto-Eastern Polynesian	0.0416666666666667	gray_posteriors	min_percent	ML	
GB204	Proto-Oceanic	0.466666666666667	gray_posteriors	min_percent	ML	
GB204	Proto-Central Pacific	0.466666666666667	gray_posteriors	min_percent	ML	
GB204	Proto-Polynesian	0.466666666666667	gray_posteriors	min_percent	ML	
GB204	Proto-Eastern Polynesian	0.466666666666667	gray_posteriors	min_percent	ML	
GB250	Proto-Oceanic	0.364864864864865	gray_posteriors	min_percent	ML	
GB250	Proto-Central Pacific	0.364864864864865	gray_posteriors	min_percent	ML	
GB250	Proto-Polynesian	0.364864864864865	gray_posteriors	min_percent	ML	
GB250	Proto-Eastern Polynesian	0.364864864864865	gray_posteriors	min_percent	ML	
GB254	Proto-Oceanic	0.295774647887324	gray_posteriors	min_percent	ML	
GB254	Proto-Central Pacific	0.295774647887324	gray_posteriors	min_percent	ML	
GB254	Proto-Polynesian	0.295774647887324	gray_posteriors	min_percent	ML	
GB254	Proto-Eastern Polynesian	0.295774647887324	gray_posteriors	min_percent	ML	
GB257	Proto-Oceanic	0.0824742268041237	gray_posteriors	min_percent	ML	
GB257	Proto-Central Pacific	0.0824742268041237	gray_posteriors	min_percent	ML	
GB257	Proto-Polynesian	0.0824742268041237	gray_posteriors	min_percent	ML	
GB257	Proto-Eastern Polynesian	0.0824742268041237	gray_posteriors	min_percent	ML	
GB260	Proto-Oceanic		gray_posteriors	min_percent	ML	
GB260	Proto-Central Pacific		gray_posteriors	min_percent	ML	
GB260	Proto-Polynesian		gray_posteriors	min_percent	ML	
GB260	Proto-Eastern Polynesian		gray_posteriors	min_percent	ML	
GB262	Proto-Oceanic	0.0918367346938776	gray_posteriors	min_percent	ML	
GB262	Proto-Central Pacific	0.0918367346938776	gray_posteriors	min_percent	ML	
GB262	Proto-Polynesian	0.0918367346938776	gray_posteriors	min_percent	ML	
GB262	Proto-Eastern Polynesian	0.0918367346938776	gray_posteriors	min_percent	ML	
GB263	Proto-Oceanic	0.3	gray_posteriors	min_percent	ML	
GB263	Proto-Central Pacific	0.3	gray_posteriors	min_percent	ML	
GB263	Proto-Polynesian	0.3	gray_posteriors	min_percent	ML	
GB263	Proto-Eastern Polynesian	0.3	gray_posteriors	min_percent	ML	
GB264	Proto-Oceanic	0.0721649484536082	gray_posteriors	min_percent	ML	
GB264	Proto-Central Pacific	0.0721649484536082	gray_posteriors	min_percent	ML	
GB264	Proto-Polynesian	0.0721649484536082	gray_posteriors	min_percent	ML	
GB264	Proto-Eastern Polynesian	0.0721649484536082	gray_posteriors	min_percent	ML	
GB265	Proto-Oceanic	0.493150684931507	gray_posteriors	min_percent	ML	
GB265	Proto-Central Pacific	0.493150684931507	gray_posteriors	min_percent	ML	
GB265	Proto-Polynesian	0.493150684931507	gray_posteriors	min_percent	ML	
GB265	Proto-Eastern Polynesian	0.493150684931507	gray_posteriors	min_percent	ML	
GB266	Proto-Oceanic	0.432432432432433	gray_posteriors	min_percent	ML	
GB266	Proto-Central Pacific	0.432432432432433	gray_posteriors	min_percent	ML	
GB266	Proto-Polynesian	0.432432432432433	gray_posteriors	min_percent	ML	
GB266	Proto-Eastern Polynesian	0.432432432432433	gray_posteriors	min_percent	ML	
GB275	Proto-Oceanic	0.130952380952381	gray_posteriors	min_percent	ML	
GB275	Proto-Central Pacific	0.130952380952381	gray_posteriors	min_percent	ML	
GB275	Proto-Polynesian	0.130952380952381	gray_posteriors	min_percent	ML	
GB275	Proto-Eastern Polynesian	0.130952380952381	gray_posteriors	min_percent	ML	
GB276	Proto-Oceanic	0.481012658227848	gray_posteriors	min_percent	ML	
GB276	Proto-Central Pacific	0.481012658227848	gray_posteriors	min_percent	ML	
GB276	Proto-Polynesian	0.481012658227848	gray_posteriors	min_percent	ML	
GB276	Proto-Eastern Polynesian	0.481012658227848	gray_posteriors	min_percent	ML	
GB285	Proto-Oceanic	0.01	gray_posteriors	min_percent	ML	
GB285	Proto-Central Pacific	0.01	gray_posteriors	min_percent	ML	
GB285	Proto-Polynesian	0.01	gray_posteriors	min_percent	ML	
GB285	Proto-Eastern Polynesian	0.01	gray_posteriors	min_percent	ML	
GB286	Proto-Oceanic	0.0404040404040404	gray_posteriors	min_percent	ML	
GB286	Proto-Central Pacific	0.0404040404040404	gray_posteriors	min_percent	ML	
GB286	Proto-Polynesian	0.0404040404040404	gray_posteriors	min_percent	ML	
GB286	Proto-Eastern Polynesian	0.0404040404040404	gray_posteriors	min_percent	ML	
GB291	Proto-Oceanic	0.0660377358490566	gray_posteriors	min_percent	ML	
GB291	Proto-Central Pacific	0.0660377358490566	gray_posteriors	min_percent	ML	
GB291	Proto-Polynesian	0.0660377358490566	gray_posteriors	min_percent	ML	
GB291	Proto-Eastern Polynesian	0.0660377358490566	gray_posteriors	min_percent	ML	
GB297	Proto-Oceanic	0.0222222222222222	gray_posteriors	min_percent	ML	
GB297	Proto-Central Pacific	0.0222222222222222	gray_posteriors	min_percent	ML	
GB297	Proto-Polynesian	0.0222222222222222	gray_posteriors	min_percent	ML	
GB297	Proto-Eastern Polynesian	0.0222222222222222	gray_posteriors	min_percent	ML	
GB298	Proto-Oceanic	0.130081300813008	gray_posteriors	min_percent	ML	
GB298	Proto-Central Pacific	0.130081300813008	gray_posteriors	min_percent	ML	
GB298	Proto-Polynesian	0.130081300813008	gray_posteriors	min_percent	ML	
GB298	Proto-Eastern Polynesian	0.130081300813008	gray_posteriors	min_percent	ML	
GB299	Proto-Oceanic	0.217741935483871	gray_posteriors	min_percent	ML	
GB299	Proto-Polynesian	0.217741935483871	gray_posteriors	min_percent	ML	
GB299	Proto-Central Pacific	0.217741935483871	gray_posteriors	min_percent	ML	
GB299	Proto-Eastern Polynesian	0.217741935483871	gray_posteriors	min_percent	ML	
GB300	Proto-Oceanic	0.0476190476190476	gray_posteriors	min_percent	ML	
GB300	Proto-Central Pacific	0.0476190476190476	gray_posteriors	min_percent	ML	
GB300	Proto-Polynesian	0.0476190476190476	gray_posteriors	min_percent	ML	
GB300	Proto-Eastern Polynesian	0.0476190476190476	gray_posteriors	min_percent	ML	
GB301	Proto-Oceanic	0.371428571428571	gray_posteriors	min_percent	ML	
GB301	Proto-Central Pacific	0.371428571428571	gray_posteriors	min_percent	ML	
GB301	Proto-Polynesian	0.371428571428571	gray_posteriors	min_percent	ML	
GB301	Proto-Eastern Polynesian	0.371428571428571	gray_posteriors	min_percent	ML	
GB302	Proto-Oceanic	0.0377358490566038	gray_posteriors	min_percent	ML	
GB302	Proto-Central Pacific	0.0377358490566038	gray_posteriors	min_percent	ML	
GB302	Proto-Polynesian	0.0377358490566038	gray_posteriors	min_percent	ML	
GB302	Proto-Eastern Polynesian	0.0377358490566038	gray_posteriors	min_percent	ML	
GB303	Proto-Oceanic	0.0125	gray_posteriors	min_percent	ML	
GB303	Proto-Central Pacific	0.0125	gray_posteriors	min_percent	ML	
GB303	Proto-Polynesian	0.0125	gray_posteriors	min_percent	ML	
GB303	Proto-Eastern Polynesian	0.0125	gray_posteriors	min_percent	ML	
GB304	Proto-Oceanic	0.222222222222222	gray_posteriors	min_percent	ML	
GB304	Proto-Central Pacific	0.222222222222222	gray_posteriors	min_percent	ML	
GB304	Proto-Polynesian	0.222222222222222	gray_posteriors	min_percent	ML	
GB304	Proto-Eastern Polynesian	0.222222222222222	gray_posteriors	min_percent	ML	
GB305	Proto-Oceanic	0.391752577319588	gray_posteriors	min_percent	ML	
GB305	Proto-Central Pacific	0.391752577319588	gray_posteriors	min_percent	ML	
GB305	Proto-Polynesian	0.391752577319588	gray_posteriors	min_percent	ML	
GB305	Proto-Eastern Polynesian	0.391752577319588	gray_posteriors	min_percent	ML	
GB306	Proto-Oceanic	0.189473684210526	gray_posteriors	min_percent	ML	
GB306	Proto-Central Pacific	0.189473684210526	gray_posteriors	min_percent	ML	
GB306	Proto-Polynesian	0.189473684210526	gray_posteriors	min_percent	ML	
GB306	Proto-Eastern Polynesian	0.189473684210526	gray_posteriors	min_percent	ML	
GB309	Proto-Oceanic	0.188524590163934	gray_posteriors	min_percent	ML	
GB309	Proto-Central Pacific	0.188524590163934	gray_posteriors	min_percent	ML	
GB309	Proto-Polynesian	0.188524590163934	gray_posteriors	min_percent	ML	
GB309	Proto-Eastern Polynesian	0.188524590163934	gray_posteriors	min_percent	ML	
GB312	Proto-Oceanic	0.299145299145299	gray_posteriors	min_percent	ML	
GB312	Proto-Central Pacific	0.299145299145299	gray_posteriors	min_percent	ML	
GB312	Proto-Polynesian	0.299145299145299	gray_posteriors	min_percent	ML	
GB312	Proto-Eastern Polynesian	0.299145299145299	gray_posteriors	min_percent	ML	
GB313	Proto-Oceanic	0.435897435897436	gray_posteriors	min_percent	ML	
GB313	Proto-Central Pacific	0.435897435897436	gray_posteriors	min_percent	ML	
GB313	Proto-Polynesian	0.435897435897436	gray_posteriors	min_percent	ML	
GB313	Proto-Eastern Polynesian	0.435897435897436	gray_posteriors	min_percent	ML	
GB314	Proto-Oceanic	0.00884955752212389	gray_posteriors	min_percent	ML	
GB314	Proto-Central Pacific	0.00884955752212389	gray_posteriors	min_percent	ML	
GB314	Proto-Polynesian	0.00884955752212389	gray_posteriors	min_percent	ML	
GB314	Proto-Eastern Polynesian	0.00884955752212389	gray_posteriors	min_percent	ML	
GB315	Proto-Oceanic		gray_posteriors	min_percent	ML	
GB315	Proto-Central Pacific		gray_posteriors	min_percent	ML	
GB315	Proto-Polynesian		gray_posteriors	min_percent	ML	
GB315	Proto-Eastern Polynesian		gray_posteriors	min_percent	ML	
GB316	Proto-Oceanic	0.228813559322034	gray_posteriors	min_percent	ML	
GB316	Proto-Central Pacific	0.228813559322034	gray_posteriors	min_percent	ML	
GB316	Proto-Polynesian	0.228813559322034	gray_posteriors	min_percent	ML	
GB316	Proto-Eastern Polynesian	0.228813559322034	gray_posteriors	min_percent	ML	
GB317	Proto-Oceanic	0.181034482758621	gray_posteriors	min_percent	ML	
GB317	Proto-Central Pacific	0.181034482758621	gray_posteriors	min_percent	ML	
GB317	Proto-Polynesian	0.181034482758621	gray_posteriors	min_percent	ML	
GB317	Proto-Eastern Polynesian	0.181034482758621	gray_posteriors	min_percent	ML	
GB318	Proto-Polynesian	0.474576271186441	gray_posteriors	min_percent	ML	
GB318	Proto-Oceanic	0.474576271186441	gray_posteriors	min_percent	ML	
GB318	Proto-Central Pacific	0.474576271186441	gray_posteriors	min_percent	ML	
GB318	Proto-Eastern Polynesian	0.474576271186441	gray_posteriors	min_percent	ML	
GB319	Proto-Oceanic	0.0327868852459016	gray_posteriors	min_percent	ML	
GB319	Proto-Central Pacific	0.0327868852459016	gray_posteriors	min_percent	ML	
GB319	Proto-Polynesian	0.0327868852459016	gray_posteriors	min_percent	ML	
GB319	Proto-Eastern Polynesian	0.0327868852459016	gray_posteriors	min_percent	ML	
GB320	Proto-Oceanic	0.092436974789916	gray_posteriors	min_percent	ML	
GB320	Proto-Central Pacific	0.092436974789916	gray_posteriors	min_percent	ML	
GB320	Proto-Polynesian	0.092436974789916	gray_posteriors	min_percent	ML	
GB320	Proto-Eastern Polynesian	0.092436974789916	gray_posteriors	min_percent	ML	
GB321	Proto-Oceanic	0.0172413793103448	gray_posteriors	min_percent	ML	
GB321	Proto-Central Pacific	0.0172413793103448	gray_posteriors	min_percent	ML	
GB321	Proto-Polynesian	0.0172413793103448	gray_posteriors	min_percent	ML	
GB321	Proto-Eastern Polynesian	0.0172413793103448	gray_posteriors	min_percent	ML	
GB324	Proto-Oceanic	0.357798165137615	gray_posteriors	min_percent	ML	
GB324	Proto-Central Pacific	0.357798165137615	gray_posteriors	min_percent	ML	
GB324	Proto-Polynesian	0.357798165137615	gray_posteriors	min_percent	ML	
GB324	Proto-Eastern Polynesian	0.357798165137615	gray_posteriors	min_percent	ML	
GB325	Proto-Oceanic	0.0434782608695652	gray_posteriors	min_percent	ML	
GB325	Proto-Central Pacific	0.0434782608695652	gray_posteriors	min_percent	ML	
GB325	Proto-Polynesian	0.0434782608695652	gray_posteriors	min_percent	ML	
GB325	Proto-Eastern Polynesian	0.0434782608695652	gray_posteriors	min_percent	ML	
GB326	Proto-Oceanic	0.152380952380952	gray_posteriors	min_percent	ML	
GB326	Proto-Central Pacific	0.152380952380952	gray_posteriors	min_percent	ML	
GB326	Proto-Polynesian	0.152380952380952	gray_posteriors	min_percent	ML	
GB326	Proto-Eastern Polynesian	0.152380952380952	gray_posteriors	min_percent	ML	
GB327	Proto-Polynesian	0.00884955752212389	gray_posteriors	min_percent	ML	
GB327	Proto-Oceanic	0.00884955752212389	gray_posteriors	min_percent	ML	
GB327	Proto-Central Pacific	0.00884955752212389	gray_posteriors	min_percent	ML	
GB327	Proto-Eastern Polynesian	0.00884955752212389	gray_posteriors	min_percent	ML	
GB328	Proto-Polynesian	0.0277777777777778	gray_posteriors	min_percent	ML	
GB328	Proto-Oceanic	0.0277777777777778	gray_posteriors	min_percent	ML	
GB328	Proto-Central Pacific	0.0277777777777778	gray_posteriors	min_percent	ML	
GB328	Proto-Eastern Polynesian	0.0277777777777778	gray_posteriors	min_percent	ML	
GB329	Proto-Oceanic	0.058252427184466	gray_posteriors	min_percent	ML	
GB329	Proto-Central Pacific	0.058252427184466	gray_posteriors	min_percent	ML	
GB329	Proto-Polynesian	0.058252427184466	gray_posteriors	min_percent	ML	
GB329	Proto-Eastern Polynesian	0.058252427184466	gray_posteriors	min_percent	ML	
GB330	Proto-Oceanic	0.0714285714285714	gray_posteriors	min_percent	ML	
GB330	Proto-Central Pacific	0.0714285714285714	gray_posteriors	min_percent	ML	
GB330	Proto-Polynesian	0.0714285714285714	gray_posteriors	min_percent	ML	
GB330	Proto-Eastern Polynesian	0.0714285714285714	gray_posteriors	min_percent	ML	
GB331	Proto-Oceanic	0.121212121212121	gray_posteriors	min_percent	ML	
GB331	Proto-Central Pacific	0.121212121212121	gray_posteriors	min_percent	ML	
GB331	Proto-Polynesian	0.121212121212121	gray_posteriors	min_percent	ML	
GB331	Proto-Eastern Polynesian	0.121212121212121	gray_posteriors	min_percent	ML	
GB333	Proto-Oceanic	0.175	gray_posteriors	min_percent	ML	
GB333	Proto-Central Pacific	0.175	gray_posteriors	min_percent	ML	
GB333	Proto-Polynesian	0.175	gray_posteriors	min_percent	ML	
GB333	Proto-Eastern Polynesian	0.175	gray_posteriors	min_percent	ML	
GB334	Proto-Oceanic	0.347826086956522	gray_posteriors	min_percent	ML	
GB334	Proto-Central Pacific	0.347826086956522	gray_posteriors	min_percent	ML	
GB334	Proto-Polynesian	0.347826086956522	gray_posteriors	min_percent	ML	
GB334	Proto-Eastern Polynesian	0.347826086956522	gray_posteriors	min_percent	ML	
GB335	Proto-Oceanic	0.11965811965812	gray_posteriors	min_percent	ML	
GB335	Proto-Central Pacific	0.11965811965812	gray_posteriors	min_percent	ML	
GB335	Proto-Polynesian	0.11965811965812	gray_posteriors	min_percent	ML	
GB335	Proto-Eastern Polynesian	0.11965811965812	gray_posteriors	min_percent	ML	
GB336	Proto-Oceanic	0.0091743119266055	gray_posteriors	min_percent	ML	
GB336	Proto-Central Pacific	0.0091743119266055	gray_posteriors	min_percent	ML	
GB336	Proto-Polynesian	0.0091743119266055	gray_posteriors	min_percent	ML	
GB336	Proto-Eastern Polynesian	0.0091743119266055	gray_posteriors	min_percent	ML	
GB400	Proto-Oceanic	0.0490196078431373	gray_posteriors	min_percent	ML	
GB400	Proto-Central Pacific	0.0490196078431373	gray_posteriors	min_percent	ML	
GB400	Proto-Polynesian	0.0490196078431373	gray_posteriors	min_percent	ML	
GB400	Proto-Eastern Polynesian	0.0490196078431373	gray_posteriors	min_percent	ML	
GB402	Proto-Oceanic	0.0121951219512195	gray_posteriors	min_percent	ML	
GB402	Proto-Central Pacific	0.0121951219512195	gray_posteriors	min_percent	ML	
GB402	Proto-Polynesian	0.0121951219512195	gray_posteriors	min_percent	ML	
GB402	Proto-Eastern Polynesian	0.0121951219512195	gray_posteriors	min_percent	ML	
GB403	Proto-Oceanic	0.151162790697674	gray_posteriors	min_percent	ML	
GB403	Proto-Central Pacific	0.151162790697674	gray_posteriors	min_percent	ML	
GB403	Proto-Polynesian	0.151162790697674	gray_posteriors	min_percent	ML	
GB403	Proto-Eastern Polynesian	0.151162790697674	gray_posteriors	min_percent	ML	
GB408	Proto-Eastern Polynesian	0.384615384615385	gray_posteriors	min_percent	ML	
GB408	Proto-Oceanic	0.384615384615385	gray_posteriors	min_percent	ML	
GB408	Proto-Polynesian	0.384615384615385	gray_posteriors	min_percent	ML	Yes
